strategy,trades,wins,losses,mean_return,median_return,hit_rate,t_stat,profit_factor,binomial_p_two_sided,compounded_return
"ROC shock <= -0.10, September only, 5 trading-session hold",23,19,4,0.01416086429214755,0.011214953271027728,0.8260869565217391,2.784991803641328,5.02635710271548,0.002599477767944336,0.37302785310033926
